movie,recommendations
The Father Who Moves Mountains,"Colin Quinn: Red State Blue State, Terrace House: Aloha State, Daniel Sloss: Live Shows, My Birthday Song, Under the Eiffel Tower, Father Brown, Father Brown, Jack Whitehall: Travels with My Father, Battlefield Recovery, Battlefield Recovery"
Fida,"Chance Pe Dance, Mubarakan, Ek Main Aur Ekk Tu, Golmaal Returns, Golmaal Returns, Gunjan Saxena: The Kargil Girl, Ram Teri Ganga Maili, Andaz Apna Apna, Main aurr Mrs. Khanna, 3 Idiots"
Inuyasha the Movie - La spada del dominatore del mondo,"Inuyasha the Movie - La spada del dominatore del mondo, EDENS ZERO, La Reina del Sur, Naruto the Movie 2: Legend of the Stone of Gelel, Ghost in the Shell: SAC_2045, The Day I Met El Chapo, Soul Eater, Martin Matte: La vie la mort...eh la la..!, DEATH NOTE, DEATH NOTE"
Thomas & Friends: Marvelous Machinery: A New Arrival,"Digs & Discoveries: All Track's Lead to Rome, Alone, 72 Cutest Animals, Barely Lethal, Jailbirds New Orleans, Fit for Fashion, Kid Cosmic, Drugs Inc., Harry & Bunnie, The Unicorn"
Mystic Pop-up Bar,"Second 20s, Itaewon Class, Secret Affair, Secret Affair, Cheese in the Trap, The Uncanny Counter, The Uncanny Counter, Law School, That Winter the Wind Blows, Reply 1997"
Food on the Go,"Mega Food, Street Food, Street Food, Street Food: Latin America, Everything Will Be Fine, Vir Das: Losing It, Taylor Tomlinson: Quarter-Life Crisis, Cardboard Gangsters, Heidi bienvenida a casa, The Ice Road"
Not a Game,"The Witcher: Nightmare of the Wolf, Strike a Pose, The English Game, The Love Affair, Alien Warfare, Game Over (Tamil Version), Freedom at Midnight, Thor: Tales of Asgard, The Crying Game, GAME ON: A Comedy Crossover Event"
The Price of Success,"Nothing to Hide, Nothing to Hide, Colin Quinn: Unconstitutional, Jinn, Colin Quinn: Red State Blue State, As Above So Below, Robozuna, Miniforce: Super Dino Power, Power Rangers Dino Charge, Father Brown"
The Bare-Footed Kid,"Iron Ladies, Hong Kong West Side Stories, A Touch of Green, Killer Inside: The Mind of Aaron Hernandez, Here to Heart, Here to Heart, Days We Stared at the Sun, The Perfect Match, OCTB, Gatao - The Last Stray"
Ojos in d' House,"The Governor, It's Her Day, The Mystic River, The Mystic River, Kevin James: Never Don't Give Up, Rhyme Time Town, ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS, ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS, Kevin Hart: I'm a Grown Little Man, Kevin Hart: Seriously Funny"
Hum Saath-Saath Hain,"Hum Aapke Hain Koun, Aashik Awara, Chance Pe Dance, Andaz Apna Apna, Main Hoon Na, Lucky: No Time for Love, Kyo Kii... Main Jhuth Nahin Bolta, Ek Jaan Hain Hum, Main aurr Mrs. Khanna, Chalte Chalte"
Senna,"Senna, Amy, Voices of Fire, Marriage or Mortgage, Katt Williams: The Pimp Chronicles: Pt. 1, GoodFellas, Gollu Aur Pappu, Patiala House, Wrong Side Raju, Pyar Ke Do Pal"
The Irregular at Magic High School,"Haikyu!!, Godzilla, Akame ga Kill!, JoJo's Bizarre Adventure, GODZILLA The Planet Eater, Record of Ragnarok, Record of Ragnarok, Beyblade Burst Evolution, Hi Score Girl, Hi Score Girl"
Love Me or Leave Me,"Dear Ex, Miss Rose, Be with You, The Year of Happiness and Love, The Victims' Game, Gatao - The Last Stray, Love @ Seventeen, Yanxi Palace: Princess Adventures, K.O. One Re-act, Love for Ten: Generation of Youth"
Suburra: Blood on Rome,"Club de Cuervos Presents: The Ballad of Hugo Sánchez, Club de Cuervos Presents: The Ballad of Hugo Sánchez, Franca: Chaos and Creation, Naga The Eternal Yogi, Bad Blood, Bad Blood, Romina, Digs & Discoveries: All Track's Lead to Rome, Growing up and other problems, Platoon"
Rugal,"Man to Man, The 8th Night, Cheese in the Trap, Rampant, Secret Affair, Secret Affair, Miss Panda & Mr. Hedgehog, Crash Landing on You, A Love So Beautiful, The Great Battle"
Mortel,"Jaws, La Mante, Miles Davis: Birth of the Cool, Lovesick, The Lobster, The Hunt, My Only Mother, Until Dawn, Operation Mekong, Nothing to Hide"
In Laws,"In Laws, 23:59, The Beat, Who Killed Little Gregory?, Glowing Embers, Goodnight DJ 1, Jo Pil-ho: The Dawning Rage, Unchained Fate, Unchained Fate, Unchained Fate"
Khotey Sikkey,"Super Nani, Hamid, Kota Factory, Zaki Chan, The Great Gambler, Chance Pe Dance, You Can Tutu, Ugly, Bhasmasur, THE UNLISTED"
Children of Adam,"Bosta, Tango, The Platform, Omar and Salma 3, Secret of the Nile, Chef's Table: BBQ, Children of the Whales, Children of the Whales, Mr. Roosevelt, Disappearance"
Fartsa,"Skylines, Ankahi Kahaniya, Ghost Stories, One on One, Susanne Bartsch: On Top, The Bad Kids, Strike a Pose, War on Everyone, Another Life, Accident"
Voices of Fire,"Marriage or Mortgage, Strange Voices, Katt Williams: The Pimp Chronicles: Pt. 1, 100% Hotter, Senna, Senna, Age of Tanks, Bitten, The Perfection, Father Brown"
Take My Brother Away,"PILI Fantasy: War of Dragons, Singles Villa, Singles Villa, Singles Villa, The Daily Life of the Immortal King, Days We Stared at the Sun, Yanxi Palace: Princess Adventures, K.O. One Re-act, Rugal, Use For My Talent"
Tayee,"Secret of the Nile, The Right One, It's Fine, The Walls of the Moon, The International Player, The Gospel of Mark, The Blazing Sun, Raya and Sakina, Hidden Worlds, Hidden Worlds"
Nurse Jackie,"Godless, Outside In, Twilight, Sam Smith: Love Goes - Live at Abbey Road Studios, The Twilight Saga: Breaking Dawn: Part 2, MINDHUNTER, V for Vendetta, The Haunting of Bly Manor, Tidelands, Bright Star"
The Blacklist,"Lovesong, Kevin James: Never Don't Give Up, The Look of Silence, My Dead Ex, Velvet Colección, The Kingdom, Heavy, My Daddy is in Heaven, The Disaster Artist, 72 Dangerous Places to Live"
Al Hayba,"Patriot Act with Hasan Minhaj, Grandmother's Farm Part 2, Grandmother's Farm Part 2, Hajwala 2: Mysterious Mission, Grandmother's Farm, The Walls of the Moon, Khawatir, Valentino, Zaki Chan, The Look of Silence"
Passion. Panache. Pep,"Hache, The Lake House, First Kiss, A Christmas Prince: The Royal Baby, Slay, Phone Swap, Panipat - The Great Betrayal, 6 Years, One-Way to Tomorrow, Midnight Sun"
Reality of Dream,"Tunnel, AK vs AK, Pee Mak, Dream Big: Engineering Our World, GHOUL, Gad Elmaleh: American Dream, Republic of Doyle, Republic of Doyle, Spelling the Dream, Gunjan Saxena: The Kargil Girl"
The Innocence Files,"Cold Case Files Classic, Cold Case Files Classic, Trailer Park Boys: Drunk High and Unemployed: Live in Austin, Logan's Run, Social Distance, Mr. Roosevelt, Wild Wild West, The Fear, Jaws 2, Hangar 1: The UFO Files"
Rotten,"Rotten, Once In A Lifetime Sessions with Nile Rodgers, The Indian in the Cupboard, GoodFellas, The Box, The Haunted Hathaways, The Haunted Hathaways, Zathura, Kingdoms of the Sky, I'm in Love with a Church Girl"
Empire Games,"Jim Gaffigan: Cinco, Sacred Games, Manhunt: Deadly Games, Cloud Atlas, A.D. Kingdom and Empire, Republic of Doyle, Republic of Doyle, Carmen Sandiego, Planet Hulk, Tidelands"
Boca Juniors Confidential,"El final del paraíso, Lady la vendedora de rosas, Lady la vendedora de rosas, Ready to Mingle, Sin Senos sí Hay Paraíso, 7 años, The Great Heist, Someone Has to Die, Even the Rain, La Reina del Sur"
The Real Football Factories,"Real Steel, Real Steel, 48 Christmas Wishes, Stranger Things, Stranger Things, Haunted, Trio and a Bed, All Hail King Julien: Exiled, Seis Manos, The Ranch"
RIDE ON TIME,"Terrorism Close Calls, Terrorism Close Calls, Say I Do, The Vampire Diaries, Diana: In Her Own Words, The Haunted Hathaways, The Haunted Hathaways, Learning Time with Timmy, Man to Man, Japan Sinks: 2020"
Monty Python's Life of Brian,"Monty Python's Almost the Truth, Monty Python's Flying Circus, Monty Python's Fliegender Zirkus, Danger Mouse: Classic Collection, ReMastered: Devil at the Crossroads, Get Smart, Monty Don's Italian Gardens, Monty Don's Italian Gardens, Mine 9, Monty Don's French Gardens"
Bobby Kennedy for President,"My Babysitter's a Vampire, #Roxy, Bobby Robson: More Than a Manager, Polly Pocket, Tremors 5:  Bloodline, Edge of Fear, Tremors 6: A Cold Day in Hell, From Dusk Till Dawn, Everything Sucks!, President"
Nature's Weirdest Events,"Nature's Weirdest Events, Nature's Great Events (2009), Nature's Great Events (2009), Weird Wonders of the World, NATURE: Natural Born Hustlers, Chris Brown: Welcome to My Life, India: Nature's Wonderland, India: Nature's Wonderland, Chris Tucker Live, Greatest Events of WWII in Colour"
Little Singham: Kaal Ka Badla,"Little Singham: Mahabali, Little Singham: Kaal Ki Tabaahi, Motu Patlu in the City of Gold, Mighty Raju, Chhota Bheem Kungfu Dhamaka, Little Singham: Legend of Dugabakka, Mighty Little Bheem: Kite Festival, Swami Baba Ramdev: The Untold Story, Cycle, Sarvam Thaala Mayam (Telugu Version)"
Workin' Moms,"Wynonna Earp, My Dead Ex, The Nut Job, The Nut Job, 21 Thunder, 21 Thunder, Wrong Kind of Black, The Talented Mr. Ripley, Fake or Fortune?, The Fear"
Crazy About Her,"Martin Matte: La vie la mort...eh la la..!, The Apostate, La Viuda Negra, La Reina del Sur, An Unremarkable Christmas, Lady la vendedora de rosas, Lady la vendedora de rosas, La ley de Herodes, The Tree of Blood, Señora Acero"
Asu Mare 2,"Camelia la Texana, Someone Has to Die, Pablo Escobar el patrón del mal, An Unremarkable Christmas, The Great Heist, The Birth Reborn 3, Something Huge, El Barco, Crime Diaries: The Candidate, Death Can Wait"
Falling Inn Love,"Falling Inn Love, The Devil and Father Amorth, The Devil and Father Amorth, The Devil and Father Amorth, Self Made: Inspired by the Life of Madam C.J. Walker, The Ice Road, The Piano, The Piano, Just Friends, Resort to Love"
The Nutty Professor II: The Klumps,"The Nutty Professor II: The Klumps, The Nutty Professor, Gun Runners, Mr. Iglesias, Mr. Iglesias, Planet Earth II, Planet Earth II, Planet Earth II, Planet Earth II, The Longest Yard"
Schubert In Love,"We Are the Wave, Robozuna, 5 Star Christmas, Freud, Freud, What Makes a Psychopath?, The Super, The Super, Resort to Love, Love on the Spectrum"
Gnome Alone,"The Nut Job, The Nut Job, Inspector Gadget, Inspector Gadget, A Week Away, Martin Matte: La vie la mort...eh la la..!, Trolls: The Beat Goes On!, Tinker Bell and the Legend of the NeverBeast, Little Singham: Legend of Dugabakka, Animal Crackers"
Chance Pe Dance,"Fida, Hum Saath-Saath Hain, Kyo Kii... Main Jhuth Nahin Bolta, Aashik Awara, Boss, Panipat - The Great Betrayal, Chalte Chalte, Chalte Chalte, Main Hoon Na, Hum Aapke Hain Koun"
Potato Potahto,"Catch.er, Catch.er, New Money, Phone Swap, The Little Mermaid, Chris Brown: Welcome to My Life, Chris Tucker Live, Love @ Seventeen, Lost in London, When Love Happens"
Drunk Parents,"Jim Gaffigan: Cinco, A Series of Unfortunate Events, Once Upon a Time in America, Once Upon a Time in America, The Break with Michelle Wolf, An Imperfect Murder, Puss in Boots, Natalia Valdebenito: El especial, 30 Rock, Chappaquiddick"
Mr. Roosevelt,"Happy Anniversary, Master of None, Master of None, Trailer Park Boys: Drunk High and Unemployed: Live in Austin, The Innocence Files, Balto, The Time Machine, Home Again, Power Rangers Time Force, The Talented Mr. Ripley"
Motu Patlu Dino Invasion,"Motu Patlu in the City of Gold, Shiva: Journey to Plunotaria, Shiva: The Secret World Of Vedas City, Mubarakan, AK vs AK, Oh No! It's an Alien Invasion, Oh No! It's an Alien Invasion, Oh No! It's an Alien Invasion, Luckee, Dino Hunt"
The Christmas Project,"Aussie Gold Hunters, Surviving Death, Zion, Bondi Rescue, The Ballad of Buster Scruggs, My Perfect Landing, The Next Step, The Next Step, The Next Step, The Next Step"
LEGO Marvel Super Heroes: Avengers Reassembled!,"LEGO Marvel Super Heroes: Black Panther, He-Man and the Masters of the Universe, Marvel's Iron Man & Hulk: Heroes United, LEGO Marvel Super Heroes: Guardians of the Galaxy, Vampire Knight, The Princess and the Frog, Monster High: New Ghoul at School, Atomic Puppet, Escape from Planet Earth, Invader Zim: Enter the Florpus"
St. Agatha,"St. Agatha, Hannah Gadsby: Douglas, Miles Davis: Birth of the Cool, Safe, The Student, Unfriended, Unfriended, 6 Years, 6 Years, P. King Duckling"
Fronteras,"Bondi Rescue, U-Turn, Monster High: Ghouls Rule, Monster High: Ghouls Rule, The Healing Powers of Dude, The Healing Powers of Dude, Republic of Doyle, Republic of Doyle, Jupiter's Legacy, 7 años"
Kahlil Gibran's The Prophet,"Unknown, The Hummingbird Project, Indiana Jones and the Last Crusade, Wheels of Fortune, The Shannara Chronicles, Fools Rush In, The Heretics, The Princess and the Frog, Puss in Boots, Drunk Parents"
Digs & Discoveries: All Track's Lead to Rome,"Thomas & Friends: Marvelous Machinery: A New Arrival, Growing Up Wild, Cyborg 009 VS Devilman, Yo-Kai Watch: The Movie, In Laws, In Laws, Suburra: Blood on Rome, Borges, Borges, Stephanie"
Umrika,"Truckbhar Swapna, Pizza, Tukaram, Shubh Aarambh, Running Shaadi, Karzzzz, Mighty Raju, Dhobi Ghat (Mumbai Diaries), Take the 10, Ek Main Aur Ekk Tu"
Kung Fu Panda: Secrets of the Scroll,"The Interview, Legendary Weapons of China, The Disaster Artist, On Children, On Children, The Golden Child, Miss Panda & Mr. Hedgehog, Life Sentence, The Darkness, The Darkness"
Adore,"The Ring, Holiday in the Wild, While We're Young, Inside the Mind of a Serial Killer, Yoko, Loaded, Barely Lethal, Taken, OtherLife, Pokémon: Mewtwo Strikes Back - Evolution"
Little Evil,"Chris Brown: Welcome to My Life, Real Steel, Real Steel, Big Fat Liar, Voltron: Legendary Defender, Marriage or Mortgage, Stretch Armstrong: The Breakout, Cloud Atlas, The Lovebirds, Race to Witch Mountain"
Unfriended,"Unfriended, How to Stage a Coup, The Irish Mob, St. Agatha, St. Agatha, Ask the Doctor, Cobra Kai, P. King Duckling, Prince of Peoria, The Last Summer"
Insidious,"Insidious, Nightflyers, A Dangerous Woman, I Am Mother, I Am Mother, Wolf, Wolf, The Natural, Peter Rabbit, Mia and Me"
1BR,"Chappaquiddick, The Last Kids on Earth, Miles Davis: Birth of the Cool, Dino Hunt, Dino Hunt, Alien Warfare, Nowhere Boy, Loving, Taylor Tomlinson: Quarter-Life Crisis, The Kominsky Method"
Blood Red Sky,"Chris Brown: Welcome to My Life, Kingdoms of the Sky, The Witcher: Nightmare of the Wolf, Brené Brown: The Call to Courage, Billy Graham: An Extraordinary Journey, ICarly, Nurse Jackie, The Repair Shop, The Repair Shop, Outlander"
Pari,"Shonar Pahar, Panipat - The Great Betrayal, Shubh Aarambh, Bathinda Express, Shikara, Bulbbul, Ugly, Sardar Ka Grandson, The Blue Umbrella, Main Hoon Na"
Tales From the Hood 2,"Tales From the Hood 2, Inspector Gadget, Inspector Gadget, Father Brown, Father Brown, Marriage or Mortgage, House Party 2, Martin Matte: La vie la mort...eh la la..!, Chris Brown: Welcome to My Life, Stretch Armstrong: The Breakout"
The Forest,"Case 39, Tallulah, October Faction, Tramps, Tramps, 4th Man Out, Floor Is Lava, Platoon, Polly Pocket, Wynonna Earp"
The Basement,"The Basement, I Will Follow, Miles Davis: Birth of the Cool, Under the Eiffel Tower, Listen Up! The Lives of Quincy Jones, A Family Reunion Christmas, Tusk, Fall Girls, Love Jones, Good Burger"
The Silence,"Chilling Adventures of Sabrina, V Wars, Carriers, The Car, Neo Yokio, Julie & Julia, Chappaquiddick, Mr. Peabody & Sherman, Murder Mountain, The Look of Silence"
Baahubali: The Beginning (English Version),"Baahubali: The Beginning (English Version), Baahubali 2: The Conclusion (Hindi Version), Abhinetri, Game Over (Tamil Version), Thaandavam, ChuChuTV Bedtime Stories & Moral Stories for Kids (English), Mersal, The English Game, This Evening, Comedy High School"
Mersal,"Oh! Baby (Malayalam), Abhinetri, Super Nani, Run, Arisan 2, Sarvam Thaala Mayam (Telugu Version), Bathinda Express, Kota Factory, Boomika, Maharakshak: Aryan"
A Haunting at Silver Falls: The Return,"A Haunting at Silver Falls: The Return, Unrest, 4th Man Out, Heavy, I Am Maris, Sam Smith: Love Goes - Live at Abbey Road Studios, Kevin James: Never Don't Give Up, Lifechanger, Lifechanger, The Liar"
Trollhunters,"He-Man and the Masters of the Universe, Stretch Armstrong: The Breakout, Kid Cosmic, Masters of the Universe: Revelation, Revelations: The Masters of the Universe: Revelation Aftershow, Revelations: The Masters of the Universe: Revelation Aftershow, Marvel's Iron Man & Hulk: Heroes United, Ridley Jones, The Dark Crystal: Age of Resistance, Crimson Peak"
2012,"Zombieland, Frank and Cindy, Kid Cosmic, Chicago Med, Merlin, Tracy Morgan: Staying Alive, You Can Tutu, The Whole Nine Yards, For Colored Girls, An Imperfect Murder"
Charlie's Angels: Full Throttle,"Santa Clarita Diet, Indiana Jones and the Kingdom of the Crystal Skull, Indiana Jones and the Kingdom of the Crystal Skull, Man with a Plan, How to Change the World, Wheels of Fortune, Legendary Weapons of China, Mia and Me, Mia and Me, Life Sentence"
Lion Pride,"Lion Pride, Two Fathers, Two Fathers, Two Fathers, An Innocent Mistake, A Touch of Green, The Year of Happiness and Love, This Is Not What I Expected, Life Plan A and B, The Devil Punisher"
La Révolution,"Martin Matte: La vie la mort...eh la la..!, The Heretics, The Dealer, All Hail King Julien: Exiled, Santa's Apprentice, Heidi bienvenida a casa, Nacho Libre, Destiny, Women Behind Bars, The Look of Silence"
Dil Vil Pyaar Vyaar,"Gunjan Saxena: The Kargil Girl, Yours Sincerely Kanan Gill, Bheemayan, Pyaar Tune Kya Kiya, Pyaar Tune Kya Kiya, Ek Jaan Hain Hum, GHOUL, Ram Teri Ganga Maili, Chhota Bheem Kungfu Dhamaka, Running Shaadi"
Tim Minchin: So F**king Rock,"Van Helsing, Osmosis Jones, The Comedy Lineup, Bee Movie, Bee Movie, 1 Mile to You, Izzy's Koala World, Congo, Wynonna Earp, Dance Academy"
Oh! Baby (Malayalam),"Thaandavam, Mersal, Naga The Eternal Yogi, Rosemary's Baby, City in the Sky, Boomika, Puriyatha Puthir, Made in China, Angu Vaikuntapurathu (Malayalam), Abhinetri"
Maya Memsaab,"Anjaam, Chalte Chalte, Chalte Chalte, Main Hoon Na, Darna Mana Hai, Andaz Apna Apna, Chamatkar, Chamatkar, Welcome, Bodyguard"
ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,"ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS, The Adventure Club, Robozuna, Little Miss Sumo, Little Things, Sam Smith: Love Goes - Live at Abbey Road Studios, Ojos in d' House, Skin Wars, GoodFellas, Heartbreakers"
Welcome,"Mubarakan, Awara Paagal Deewana, Namastey London, Andaz Apna Apna, Bewafaa, Darna Mana Hai, Main Hoon Na, Jagga Jasoos, Golmaal Returns, Golmaal Returns"
